CHR_promoter	startPOS_promoter	endPOS_promoter	source_promoter	CHR_mir	startPOS_mir	endPOS_mir	kind_mir	score_mir	strand_mir	annotation_mir
chr10	14478372	14479517	Chesi, A. et al.	chr10	14478575	14478660	miRNA_primary_transcript	1	+	ID=MI0006401;Alias=MI0006401;Name=hsa-mir-1265
chr10	18131536	18134122	miRBase_v22_upstream_2k5	chr10	18134036	18134122	miRNA_primary_transcript	1	+	ID=MI0003127;Alias=MI0003127;Name=hsa-mir-511
chr10	20840552	20842183	Chesi, A. et al.	chr10	20840899	20840975	miRNA_primary_transcript	1	+	ID=MI0017306;Alias=MI0017306;Name=hsa-mir-4675
chr10	21784599	21786543	Chesi, A. et al.	chr10	21785491	21785570	miRNA_primary_transcript	1	-	ID=MI0008336;Alias=MI0008336;Name=hsa-mir-1915
chr10	24563969	24565152	Chesi, A. et al.	chr10	24564614	24564710	miRNA_primary_transcript	1	+	ID=MI0003616;Alias=MI0003616;Name=hsa-mir-603
chr10	28578004	28578605	Chesi, A. et al.	chr10	28578187	28578279	miRNA_primary_transcript	1	-	ID=MI0025922;Alias=MI0025922;Name=hsa-mir-8086
chr10	29833459	29834259	Chesi, A. et al.	chr10	29833933	29834026	miRNA_primary_transcript	1	-	ID=MI0003617;Alias=MI0003617;Name=hsa-mir-604
chr10	29891119	29891339	Chesi, A. et al.	chr10	29891193	29891275	miRNA_primary_transcript	1	-	ID=MI0005760;Alias=MI0005760;Name=hsa-mir-938
chr10	30655267	30657668	Chesi, A. et al.	chr10	30657526	30657594	miRNA_primary_transcript	1	-	ID=MI0023623;Alias=MI0023623;Name=hsa-mir-7162
chr10	35368354	35368729	Chesi, A. et al.	chr10	35368526	35368608	miRNA_primary_transcript	1	-	ID=MI0016001;Alias=MI0016001;Name=hsa-mir-3611
chr10	35930123	35930243	Chesi, A. et al.	chr10	35930100	35930180	miRNA_primary_transcript	1	-	ID=MI0017315;Alias=MI0017315;Name=hsa-mir-4683
chr10	43492817	43493081	Chesi, A. et al.	chr10	43493011	43493129	miRNA_primary_transcript	1	+	ID=MI0019116;Alias=MI0019116;Name=hsa-mir-5100
chr10	45656962	45659536	miRBase_v22_upstream_2k5	chr10	45659462	45659536	miRNA_primary_transcript	1	+	ID=MI0014184;Alias=MI0014184;Name=hsa-mir-3156-1
chr10	50192590	50194165	Chesi, A. et al.	chr10	50193557	50193632	miRNA_primary_transcript	1	-	ID=MI0015827;Alias=MI0015827;Name=hsa-mir-4294
chr10	53059203	53059926	Chesi, A. et al.	chr10	53059333	53059415	miRNA_primary_transcript	1	+	ID=MI0003618;Alias=MI0003618;Name=hsa-mir-605
chr10	56365134	56367717	miRBase_v22_upstream_2k5	chr10	56367634	56367717	miRNA_primary_transcript	1	-	ID=MI0006374;Alias=MI0006374;Name=hsa-mir-548f-1
chr10	59064286	59064670	Chesi, A. et al.	chr10	59064239	59064319	miRNA_primary_transcript	1	-	ID=MI0016432;Alias=MI0016432;Name=hsa-mir-3924
chr10	65132649	65133219	Chesi, A. et al.	chr10	65132717	65132808	miRNA_primary_transcript	1	-	ID=MI0003780;Alias=MI0003780;Name=hsa-mir-1296
chr10	69163164	69163497	Chesi, A. et al.	chr10	69163109	69163168	miRNA_primary_transcript	1	-	ID=MI0023611;Alias=MI0023611;Name=hsa-mir-7151
chr10	73548713	73551570	Chesi, A. et al.	chr10	73550504	73550557	miRNA_primary_transcript	1	+	ID=MI0023612;Alias=MI0023612;Name=hsa-mir-7152
chr10	74480751	74480997	Chesi, A. et al.	chr10	74480787	74480858	miRNA_primary_transcript	1	+	ID=MI0017307;Alias=MI0017307;Name=hsa-mir-4676
chr10	77311902	77312533	Chesi, A. et al.	chr10	77312216	77312311	miRNA_primary_transcript	1	+	ID=MI0003619;Alias=MI0003619;Name=hsa-mir-606
chr10	88024244	88024720	Chesi, A. et al.	chr10	88024451	88024545	miRNA_primary_transcript	1	-	ID=MI0000826;Alias=MI0000826;Name=hsa-mir-346
chr10	89263571	89263758	Chesi, A. et al.	chr10	89263638	89263711	miRNA_primary_transcript	1	+	ID=MI0017309;Alias=MI0017309;Name=hsa-mir-4678
chr10	90822725	90823661	Chesi, A. et al.	chr10	90823092	90823168	miRNA_primary_transcript	1	-	ID=MI0017311;Alias=MI0017311;Name=hsa-mir-4679-2
chr10	90822725	90823661	Chesi, A. et al.	chr10	90823093	90823167	miRNA_primary_transcript	1	+	ID=MI0017310;Alias=MI0017310;Name=hsa-mir-4679-1
chr10	91352259	91353184	Chesi, A. et al.	chr10	91352504	91352584	miRNA_primary_transcript	1	-	ID=MI0000114;Alias=MI0000114;Name=hsa-mir-107
chr10	97823603	97824414	Chesi, A. et al.	chr10	97824072	97824156	miRNA_primary_transcript	1	-	ID=MI0014185;Alias=MI0014185;Name=hsa-mir-3157
chr10	98588493	98588733	Chesi, A. et al.	chr10	98588426	98588521	miRNA_primary_transcript	1	-	ID=MI0003620;Alias=MI0003620;Name=hsa-mir-607
chr10	99633070	99635654	miRBase_v22_upstream_2k5	chr10	99635570	99635654	miRNA_primary_transcript	1	-	ID=MI0039500;Alias=MI0039500;Name=hsa-mir-3085
chr10	100155040	100155220	Chesi, A. et al.	chr10	100154975	100155064	miRNA_primary_transcript	1	-	ID=MI0006349;Alias=MI0006349;Name=hsa-mir-1287
chr10	100189504	100191814	Chesi, A. et al.	chr10	100191049	100191117	miRNA_primary_transcript	1	-	ID=MI0017317;Alias=MI0017317;Name=hsa-mir-4685
chr10	100683905	100684364	Chesi, A. et al.	chr10	100684256	100684325	miRNA_primary_transcript	1	-	ID=MI0022219;Alias=MI0022219;Name=hsa-mir-6507
chr10	102734733	102735390	Chesi, A. et al.	chr10	102734742	102734841	miRNA_primary_transcript	1	+	ID=MI0003621;Alias=MI0003621;Name=hsa-mir-608
chr10	103361166	103361764	Chesi, A. et al.	chr10	103361174	103361254	miRNA_primary_transcript	1	+	ID=MI0014186;Alias=MI0014186;Name=hsa-mir-3158-1
chr10	103361166	103361764	Chesi, A. et al.	chr10	103361174	103361254	miRNA_primary_transcript	1	-	ID=MI0014187;Alias=MI0014187;Name=hsa-mir-3158-2
chr10	104196003	104196565	Chesi, A. et al.	chr10	104196269	104196341	miRNA_primary_transcript	1	+	ID=MI0003129;Alias=MI0003129;Name=hsa-mir-146b
chr10	105153617	105154410	Chesi, A. et al.	chr10	105154010	105154158	miRNA_primary_transcript	1	-	ID=MI0006444;Alias=MI0006444;Name=hsa-mir-1307
chr10	105806834	105808571	Chesi, A. et al.	chr10	105807847	105807944	miRNA_primary_transcript	1	-	ID=MI0005758;Alias=MI0005758;Name=hsa-mir-936
chr10	105978446	105979762	Chesi, A. et al.	chr10	105978547	105978641	miRNA_primary_transcript	1	-	ID=MI0003622;Alias=MI0003622;Name=hsa-mir-609
chr10	106027678	106028284	Chesi, A. et al.	chr10	106028094	106028163	miRNA_primary_transcript	1	-	ID=MI0016843;Alias=MI0016843;Name=hsa-mir-4482
chr10	112656228	112658891	Chesi, A. et al.	chr10	112657848	112657913	miRNA_primary_transcript	1	+	ID=MI0017312;Alias=MI0017312;Name=hsa-mir-4680
chr10	112746184	112748771	miRBase_v22_upstream_2k5	chr10	112748684	112748771	miRNA_primary_transcript	1	+	ID=MI0006344;Alias=MI0006344;Name=hsa-mir-548e
chr10	114058964	114059696	Chesi, A. et al.	chr10	114059370	114059446	miRNA_primary_transcript	1	-	ID=MI0022549;Alias=MI0022549;Name=hsa-mir-6715b
chr10	114058964	114059696	Chesi, A. et al.	chr10	114059370	114059448	miRNA_primary_transcript	1	+	ID=MI0022548;Alias=MI0022548;Name=hsa-mir-6715a
chr10	114393683	114394039	Chesi, A. et al.	chr10	114393929	114394013	miRNA_primary_transcript	1	+	ID=MI0015822;Alias=MI0015822;Name=hsa-mir-4295
chr10	115537252	115538627	Chesi, A. et al.	chr10	115537752	115537813	miRNA_primary_transcript	1	-	ID=MI0016844;Alias=MI0016844;Name=hsa-mir-4483
chr10	115932462	115935317	Chesi, A. et al.	chr10	115933864	115933938	miRNA_primary_transcript	1	-	ID=MI0010629;Alias=MI0010629;Name=hsa-mir-2110
chr10	118584499	118587079	miRBase_v22_upstream_2k5	chr10	118586999	118587079	miRNA_primary_transcript	1	-	ID=MI0039502;Alias=MI0039502;Name=hsa-mir-9851
chr10	118927325	118928054	Chesi, A. et al.	chr10	118927189	118927285	miRNA_primary_transcript	1	-	ID=MI0016064;Alias=MI0016064;Name=hsa-mir-3663
chr10	121137253	121137585	Chesi, A. et al.	chr10	121137484	121137555	miRNA_primary_transcript	1	+	ID=MI0017313;Alias=MI0017313;Name=hsa-mir-4681
chr10	121717638	121718144	Chesi, A. et al.	chr10	121718025	121718104	miRNA_primary_transcript	1	+	ID=MI0017314;Alias=MI0017314;Name=hsa-mir-4682
chr10	124174895	124176554	Chesi, A. et al.	chr10	124176481	124176583	miRNA_primary_transcript	1	+	ID=MI0016598;Alias=MI0016598;Name=hsa-mir-3941
chr10	126720961	126721775	Chesi, A. et al.	chr10	126721352	126721439	miRNA_primary_transcript	1	-	ID=MI0015823;Alias=MI0015823;Name=hsa-mir-4296
chr10	127508228	127508801	Chesi, A. et al.	chr10	127508309	127508391	miRNA_primary_transcript	1	+	ID=MI0016845;Alias=MI0016845;Name=hsa-mir-4484
chr10	131640803	131643776	Chesi, A. et al.	chr10	131641563	131641638	miRNA_primary_transcript	1	-	ID=MI0015824;Alias=MI0015824;Name=hsa-mir-4297
chr10	132760669	132761270	Chesi, A. et al.	chr10	132760851	132760931	miRNA_primary_transcript	1	-	ID=MI0015825;Alias=MI0015825;Name=hsa-mir-378c
chr10	135061069	135061219	Chesi, A. et al.	chr10	135061015	135061124	miRNA_primary_transcript	1	-	ID=MI0003130;Alias=MI0003130;Name=hsa-mir-202
chr10	135185068	135185282	Chesi, A. et al.	chr10	135185060	135185167	miRNA_primary_transcript	1	-	ID=MI0016601;Alias=MI0016601;Name=hsa-mir-3944
chr11	209225	209942	Chesi, A. et al.	chr11	209336	209406	miRNA_primary_transcript	1	+	ID=MI0022588;Alias=MI0022588;Name=hsa-mir-6743
chr11	568109	568334	Chesi, A. et al.	chr11	568089	568198	miRNA_primary_transcript	1	-	ID=MI0000286;Alias=MI0000286;Name=hsa-mir-210
chr11	1277555	1277862	Chesi, A. et al.	chr11	1277835	1277900	miRNA_primary_transcript	1	+	ID=MI0022589;Alias=MI0022589;Name=hsa-mir-6744
chr11	1879223	1880796	Chesi, A. et al.	chr11	1880694	1880766	miRNA_primary_transcript	1	-	ID=MI0015830;Alias=MI0015830;Name=hsa-mir-4298
chr11	1898775	1901377	miRBase_v22_upstream_2k5	chr11	1901275	1901377	miRNA_primary_transcript	1	+	ID=MI0025517;Alias=MI0025517;Name=hsa-mir-7847
chr11	2017777	2018564	Chesi, A. et al.	chr11	2017989	2018061	miRNA_primary_transcript	1	-	ID=MI0005416;Alias=MI0005416;Name=hsa-mir-675
chr11	2154545	2156182	Chesi, A. et al.	chr11	2155364	2155439	miRNA_primary_transcript	1	-	ID=MI0002467;Alias=MI0002467;Name=hsa-mir-483
chr11	2192628	2194665	Chesi, A. et al.	chr11	2194293	2194368	miRNA_primary_transcript	1	+	ID=MI0017318;Alias=MI0017318;Name=hsa-mir-4686
chr11	3877005	3877452	Chesi, A. et al.	chr11	3877292	3877371	miRNA_primary_transcript	1	+	ID=MI0017319;Alias=MI0017319;Name=hsa-mir-4687
chr11	7255152	7257046	Chesi, A. et al.	chr11	7255997	7256068	miRNA_primary_transcript	1	+	ID=MI0006417;Alias=MI0006417;Name=hsa-mir-302e
chr11	9111502	9112176	Chesi, A. et al.	chr11	9111859	9111926	miRNA_primary_transcript	1	-	ID=MI0019296;Alias=MI0019296;Name=hsa-mir-5691
chr11	10529506	10531175	Chesi, A. et al.	chr11	10529817	10529873	miRNA_primary_transcript	1	-	ID=MI0016846;Alias=MI0016846;Name=hsa-mir-4485
chr11	11677825	11678304	Chesi, A. et al.	chr11	11678198	11678269	miRNA_primary_transcript	1	-	ID=MI0015829;Alias=MI0015829;Name=hsa-mir-4299
chr11	11830366	11832947	miRGen_v3_TSS_2k5	chr11	11804682	11804769	miRNA_primary_transcript	1	-	ID=MI0025906;Alias=MI0025906;Name=hsa-mir-8070
chr11	12184506	12185568	Chesi, A. et al.	chr11	12185230	12185314	miRNA_primary_transcript	1	+	ID=MI0021258;Alias=MI0021258;Name=hsa-mir-6124
chr11	15991011	15991332	Chesi, A. et al.	chr11	15991079	15991167	miRNA_primary_transcript	1	-	ID=MI0020350;Alias=MI0020350;Name=hsa-mir-6073
chr11	18406834	18409407	miRBase_v22_upstream_2k5	chr11	18409334	18409407	miRNA_primary_transcript	1	+	ID=MI0014188;Alias=MI0014188;Name=hsa-mir-3159
chr11	19596643	19597299	Chesi, A. et al.	chr11	19596857	19596919	miRNA_primary_transcript	1	+	ID=MI0016847;Alias=MI0016847;Name=hsa-mir-4486
chr11	19781353	19781890	Chesi, A. et al.	chr11	19781550	19781629	miRNA_primary_transcript	1	-	ID=MI0017327;Alias=MI0017327;Name=hsa-mir-4694
chr11	23440713	23440919	Chesi, A. et al.	chr11	23440651	23440736	miRNA_primary_transcript	1	-	ID=MI0025890;Alias=MI0025890;Name=hsa-mir-8054
chr11	27536300	27536743	Chesi, A. et al.	chr11	27536517	27536594	miRNA_primary_transcript	1	-	ID=MI0025923;Alias=MI0025923;Name=hsa-mir-8087
chr11	28077899	28078483	Chesi, A. et al.	chr11	28078362	28078457	miRNA_primary_transcript	1	+	ID=MI0003623;Alias=MI0003623;Name=hsa-mir-610
chr11	28499068	28499546	Chesi, A. et al.	chr11	28499028	28499095	miRNA_primary_transcript	1	-	ID=MI0025904;Alias=MI0025904;Name=hsa-mir-8068
chr11	34962293	34963730	Chesi, A. et al.	chr11	34963384	34963467	miRNA_primary_transcript	1	+	ID=MI0017320;Alias=MI0017320;Name=hsa-mir-1343
chr11	36031461	36031776	Chesi, A. et al.	chr11	36031648	36031754	miRNA_primary_transcript	1	+	ID=MI0016991;Alias=MI0016991;Name=hsa-mir-3973
chr11	43580954	43582604	Chesi, A. et al.	chr11	43581206	43581303	miRNA_primary_transcript	1	+	ID=MI0003933;Alias=MI0003933;Name=hsa-mir-670
chr11	43602762	43603063	Chesi, A. et al.	chr11	43602944	43603033	miRNA_primary_transcript	1	+	ID=MI0000473;Alias=MI0000473;Name=hsa-mir-129-2
chr11	45713125	45713439	Chesi, A. et al.	chr11	45713254	45713326	miRNA_primary_transcript	1	-	ID=MI0023614;Alias=MI0023614;Name=hsa-mir-7154
chr11	46396341	46397996	Chesi, A. et al.	chr11	46397952	46398034	miRNA_primary_transcript	1	+	ID=MI0017321;Alias=MI0017321;Name=hsa-mir-4688
chr11	46472770	46473750	Chesi, A. et al.	chr11	46473355	46473439	miRNA_primary_transcript	1	-	ID=MI0014189;Alias=MI0014189;Name=hsa-mir-3160-1
chr11	46472770	46473750	Chesi, A. et al.	chr11	46473357	46473437	miRNA_primary_transcript	1	+	ID=MI0014190;Alias=MI0014190;Name=hsa-mir-3160-2
chr11	46774376	46774944	Chesi, A. et al.	chr11	46774675	46774742	miRNA_primary_transcript	1	-	ID=MI0019138;Alias=MI0019138;Name=hsa-mir-5582
chr11	47200932	47201598	Chesi, A. et al.	chr11	47201162	47201288	miRNA_primary_transcript	1	-	ID=MI0022590;Alias=MI0022590;Name=hsa-mir-6745
chr11	47421301	47422911	Chesi, A. et al.	chr11	47422521	47422593	miRNA_primary_transcript	1	+	ID=MI0016848;Alias=MI0016848;Name=hsa-mir-4487
chr11	48118236	48119018	Chesi, A. et al.	chr11	48118334	48118410	miRNA_primary_transcript	1	+	ID=MI0014191;Alias=MI0014191;Name=hsa-mir-3161
chr11	56510481	56511606	Chesi, A. et al.	chr11	56511349	56511457	miRNA_primary_transcript	1	+	ID=MI0021272;Alias=MI0021272;Name=hsa-mir-6128
chr11	57407644	57409105	Chesi, A. et al.	chr11	57408671	57408759	miRNA_primary_transcript	1	+	ID=MI0000448;Alias=MI0000448;Name=hsa-mir-130a
chr11	59361991	59363064	Chesi, A. et al.	chr11	59362550	59362631	miRNA_primary_transcript	1	-	ID=MI0014192;Alias=MI0014192;Name=hsa-mir-3162
chr11	60071814	60073418	Chesi, A. et al.	chr11	59976544	59976629	miRNA_primary_transcript	1	-	ID=MI0022215;Alias=MI0022215;Name=hsa-mir-6503
chr11	61275908	61276655	Chesi, A. et al.	chr11	61276068	61276129	miRNA_primary_transcript	1	+	ID=MI0016849;Alias=MI0016849;Name=hsa-mir-4488
chr11	61559936	61560806	Chesi, A. et al.	chr11	61559967	61560033	miRNA_primary_transcript	1	-	ID=MI0003624;Alias=MI0003624;Name=hsa-mir-611
chr11	61581753	61583007	Chesi, A. et al.	chr11	61582633	61582712	miRNA_primary_transcript	1	-	ID=MI0008329;Alias=MI0008329;Name=hsa-mir-1908
chr11	61643896	61645884	Chesi, A. et al.	chr11	61645688	61645750	miRNA_primary_transcript	1	-	ID=MI0022591;Alias=MI0022591;Name=hsa-mir-6746
chr11	62333785	62334832	Chesi, A. et al.	chr11	62334483	62334543	miRNA_primary_transcript	1	-	ID=MI0022592;Alias=MI0022592;Name=hsa-mir-6747
chr11	62556649	62557334	Chesi, A. et al.	chr11	62557287	62557357	miRNA_primary_transcript	1	+	ID=MI0022593;Alias=MI0022593;Name=hsa-mir-6748
chr11	62560137	62560613	Chesi, A. et al.	chr11	62560174	62560243	miRNA_primary_transcript	1	-	ID=MI0022226;Alias=MI0022226;Name=hsa-mir-6514
chr11	64109115	64110477	Chesi, A. et al.	chr11	64109321	64109376	miRNA_primary_transcript	1	-	ID=MI0023615;Alias=MI0023615;Name=hsa-mir-7155
chr11	64136058	64136341	Chesi, A. et al.	chr11	64136074	64136175	miRNA_primary_transcript	1	+	ID=MI0006327;Alias=MI0006327;Name=hsa-mir-1237
chr11	64643495	64646081	miRBase_v22_upstream_2k5	chr11	64645995	64646081	miRNA_primary_transcript	1	-	ID=MI0033416;Alias=MI0033416;Name=hsa-mir-10392
chr11	64658551	64659555	Chesi, A. et al.	chr11	64658609	64658718	miRNA_primary_transcript	1	-	ID=MI0000234;Alias=MI0000234;Name=hsa-mir-192
chr11	64658551	64659555	Chesi, A. et al.	chr11	64658827	64658911	miRNA_primary_transcript	1	-	ID=MI0000732;Alias=MI0000732;Name=hsa-mir-194-2
chr11	64665666	64666167	Chesi, A. et al.	chr11	64665835	64665909	miRNA_primary_transcript	1	-	ID=MI0022595;Alias=MI0022595;Name=hsa-mir-6750
chr11	64668758	64669999	Chesi, A. et al.	chr11	64669859	64669927	miRNA_primary_transcript	1	-	ID=MI0022594;Alias=MI0022594;Name=hsa-mir-6749
chr11	64785503	64786305	Chesi, A. et al.	chr11	64785977	64786042	miRNA_primary_transcript	1	+	ID=MI0022726;Alias=MI0022726;Name=hsa-mir-6879
chr11	64897232	64898185	Chesi, A. et al.	chr11	64897388	64897450	miRNA_primary_transcript	1	-	ID=MI0022596;Alias=MI0022596;Name=hsa-mir-6751
chr11	65210600	65212125	Chesi, A. et al.	chr11	65211929	65212028	miRNA_primary_transcript	1	+	ID=MI0003625;Alias=MI0003625;Name=hsa-mir-612
chr11	65403616	65404104	Chesi, A. et al.	chr11	65403781	65403840	miRNA_primary_transcript	1	+	ID=MI0017323;Alias=MI0017323;Name=hsa-mir-4690
chr11	65416257	65416790	Chesi, A. et al.	chr11	65416663	65416724	miRNA_primary_transcript	1	+	ID=MI0016850;Alias=MI0016850;Name=hsa-mir-4489
chr11	66701873	66702008	Chesi, A. et al.	chr11	66701905	66701977	miRNA_primary_transcript	1	-	ID=MI0014193;Alias=MI0014193;Name=hsa-mir-3163
chr11	66812723	66813317	Chesi, A. et al.	chr11	66813114	66813179	miRNA_primary_transcript	1	+	ID=MI0022707;Alias=MI0022707;Name=hsa-mir-6860
chr11	67257265	67257809	Chesi, A. et al.	chr11	67257716	67257786	miRNA_primary_transcript	1	+	ID=MI0022597;Alias=MI0022597;Name=hsa-mir-6752
chr11	67800002	67800406	Chesi, A. et al.	chr11	67800331	67800389	miRNA_primary_transcript	1	+	ID=MI0022964;Alias=MI0022964;Name=hsa-mir-7113
chr11	67801345	67802055	Chesi, A. et al.	chr11	67801364	67801448	miRNA_primary_transcript	1	+	ID=MI0017324;Alias=MI0017324;Name=hsa-mir-4691
chr11	67811108	67812280	Chesi, A. et al.	chr11	67812261	67812424	miRNA_primary_transcript	1	+	ID=MI0022598;Alias=MI0022598;Name=hsa-mir-6753
chr11	68850593	68851474	Chesi, A. et al.	chr11	68850644	68850726	miRNA_primary_transcript	1	+	ID=MI0014194;Alias=MI0014194;Name=hsa-mir-3164
chr11	70129183	70130711	Chesi, A. et al.	chr11	70130061	70130176	miRNA_primary_transcript	1	+	ID=MI0006354;Alias=MI0006354;Name=hsa-mir-548k
chr11	70718373	70719539	Chesi, A. et al.	chr11	70718375	70718473	miRNA_primary_transcript	1	-	ID=MI0016065;Alias=MI0016065;Name=hsa-mir-3664
chr11	71184438	71184647	Chesi, A. et al.	chr11	71184549	71184614	miRNA_primary_transcript	1	+	ID=MI0022599;Alias=MI0022599;Name=hsa-mir-6754
chr11	71782572	71783876	Chesi, A. et al.	chr11	71783274	71783348	miRNA_primary_transcript	1	-	ID=MI0014195;Alias=MI0014195;Name=hsa-mir-3165
chr11	72325730	72326364	Chesi, A. et al.	chr11	72326107	72326174	miRNA_primary_transcript	1	-	ID=MI0000261;Alias=MI0000261;Name=hsa-mir-139
chr11	72494366	72494695	Chesi, A. et al.	chr11	72494575	72494637	miRNA_primary_transcript	1	+	ID=MI0017325;Alias=MI0017325;Name=hsa-mir-4692
chr12	86946368	86948023	Chesi, A. et al.	chr11	74110282	74110378	miRNA_primary_transcript	1	+	ID=MI0016851;Alias=MI0016851;Name=hsa-mir-548al
chr11	74431012	74432863	Chesi, A. et al.	chr11	74431313	74431382	miRNA_primary_transcript	1	-	ID=MI0017329;Alias=MI0017329;Name=hsa-mir-4696
chr11	75046172	75046340	Chesi, A. et al.	chr11	75046136	75046230	miRNA_primary_transcript	1	-	ID=MI0000808;Alias=MI0000808;Name=hsa-mir-326
chr11	79113014	79113668	Chesi, A. et al.	chr11	79113066	79113153	miRNA_primary_transcript	1	-	ID=MI0005543;Alias=MI0005543;Name=hsa-mir-708
chr11	79133212	79134277	Chesi, A. et al.	chr11	79133213	79133270	miRNA_primary_transcript	1	-	ID=MI0019133;Alias=MI0019133;Name=hsa-mir-5579
chr11	81601831	81602239	Chesi, A. et al.	chr11	81601783	81601878	miRNA_primary_transcript	1	-	ID=MI0015831;Alias=MI0015831;Name=hsa-mir-4300
chr11	85989102	85989552	Chesi, A. et al.	chr11	85989375	85989440	miRNA_primary_transcript	1	+	ID=MI0022600;Alias=MI0022600;Name=hsa-mir-6755
chr11	87908882	87910602	Chesi, A. et al.	chr11	87909670	87909761	miRNA_primary_transcript	1	+	ID=MI0014196;Alias=MI0014196;Name=hsa-mir-3166
chr11	90288147	90289118	Chesi, A. et al.	chr11	90288942	90289025	miRNA_primary_transcript	1	-	ID=MI0016852;Alias=MI0016852;Name=hsa-mir-4490
chr11	90602326	90603025	Chesi, A. et al.	chr11	90602289	90602370	miRNA_primary_transcript	1	-	ID=MI0006396;Alias=MI0006396;Name=hsa-mir-1261
chr11	93466886	93468447	Chesi, A. et al.	chr11	93466840	93466930	miRNA_primary_transcript	1	-	ID=MI0006371;Alias=MI0006371;Name=hsa-mir-1304
chr11	94199642	94200198	Chesi, A. et al.	chr11	94199661	94199746	miRNA_primary_transcript	1	-	ID=MI0006361;Alias=MI0006361;Name=hsa-mir-548l
chr11	96074242	96074927	Chesi, A. et al.	chr11	96074602	96074690	miRNA_primary_transcript	1	+	ID=MI0014197;Alias=MI0014197;Name=hsa-mir-1260b
chr11	101390656	101390883	Chesi, A. et al.	chr11	101390551	101390636	miRNA_primary_transcript	1	-	ID=MI0016427;Alias=MI0016427;Name=hsa-mir-3920
chr11	103719653	103721119	Chesi, A. et al.	chr11	103720634	103720708	miRNA_primary_transcript	1	+	ID=MI0017326;Alias=MI0017326;Name=hsa-mir-4693
chr11	111217960	111219178	Chesi, A. et al.	chr11	111218482	111218549	miRNA_primary_transcript	1	+	ID=MI0016853;Alias=MI0016853;Name=hsa-mir-4491
chr11	111383008	111385331	Chesi, A. et al.	chr11	111383663	111383746	miRNA_primary_transcript	1	+	ID=MI0000742;Alias=MI0000742;Name=hsa-mir-34b
chr11	111383008	111385331	Chesi, A. et al.	chr11	111384164	111384240	miRNA_primary_transcript	1	+	ID=MI0000743;Alias=MI0000743;Name=hsa-mir-34c
chr11	113320233	113320826	Chesi, A. et al.	chr11	113320745	113320810	miRNA_primary_transcript	1	-	ID=MI0015828;Alias=MI0015828;Name=hsa-mir-4301
chr11	118514437	118514999	Chesi, A. et al.	chr11	118514718	118514797	miRNA_primary_transcript	1	+	ID=MI0022550;Alias=MI0022550;Name=hsa-mir-6716
chr11	118780874	118781932	Chesi, A. et al.	chr11	118781417	118781496	miRNA_primary_transcript	1	+	ID=MI0016854;Alias=MI0016854;Name=hsa-mir-4492
chr11	119182170	119183996	Chesi, A. et al.	chr11	119183660	119183722	miRNA_primary_transcript	1	-	ID=MI0022601;Alias=MI0022601;Name=hsa-mir-6756
