seID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	GSM733739.rep1.K27ac.Q20.noDup.sort.bam	GSM733697.rep1.Input.Q20.noDup.sort.bam	enhancerRank	isSuper
3_K27ac.rep1_peak_3414_lociStitched	chr1	112933688	112948125	3	7316	26613.1658	2120.7953	1001	1
1_K27ac.rep1_peak_32224_lociStitched	chr19	41827449	41835173	1	7725	24974.7816	483.5224	1002	1
7_K27ac.rep1_peak_46173_lociStitched	chr3	134074944	134093411	7	14854	25973.8355	1505.0605	1003	1
7_K27ac.rep1_peak_43091_lociStitched	chr3	10233020	10248189	7	8899	25553.6974	1201.3848	1004	1
8_K27ac.rep1_peak_42971_lociStitched	chr3	5054932	5079966	8	8277	26193.0742	1857.5228	1005	1
7_K27ac.rep1_peak_65606_lociStitched	chr8	38691315	38723115	7	11344	28136.64	3812.82	1006	1
9_K27ac.rep1_peak_34695_lociStitched	chr2	55326451	55361837	9	11527	27838.1662	3535.0614	1007	1
3_K27ac.rep1_peak_59152_lociStitched	chr6	119026354	119034861	3	6431	25550.7745	1265.8416	1008	1
14_K27ac.rep1_peak_43489_lociStitched	chr3	25490670	25551474	14	13060	31265.4168	6992.46	1009	1
7_K27ac.rep1_peak_69556_lociStitched	chr9	94157774	94196036	7	8892	28773.024	4530.2208	1010	1
2_K27ac.rep1_peak_16294_lociStitched	chr12	90326891	90345201	2	6403	26910.207	2687.908	1011	1
18_K27ac.rep1_peak_49664_lociStitched	chr4	87954510	88040687	18	14326	34918.9204	10711.8011	1012	1
5_K27ac.rep1_peak_43811_lociStitched	chr3	39188069	39220127	5	9389	26749.1952	2545.4052	1013	1
4_K27ac.rep1_peak_14178_lociStitched	chr12	13128286	13146200	4	6439	26489.4318	2285.8264	1014	1
4_K27ac.rep1_peak_42308_lociStitched	chr22	32033402	32058812	4	7608	26014.758	1819.356	1015	1
4_K27ac.rep1_peak_63729_lociStitched	chr7	128377898	128397496	4	8952	26784.5866	2596.735	1016	1
8_K27ac.rep1_peak_47992_lociStitched	chr3	197182700	197223755	8	11349	27749.0745	3563.574	1017	1
3_K27ac.rep1_peak_18961_lociStitched	chr13	80055546	80067262	3	7418	25899.3896	1745.684	1018	1
4_K27ac.rep1_peak_59058_lociStitched	chr6	114175770	114197246	4	7822	26877.214	2725.3044	1019	1
12_K27ac.rep1_peak_14225_lociStitched	chr12	14518130	14571607	12	14326	29792.0367	5657.8666	1020	1
6_K27ac.rep1_peak_10543_lociStitched	chr11	9774150	9810128	6	11856	27857.7654	3727.3208	1021	1
7_K27ac.rep1_peak_9778_lociStitched	chr10	112247265	112273315	7	11991	27795.35	3717.335	1022	1
6_K27ac.rep1_peak_70521_lociStitched	chr9	124033359	124050268	6	10224	25664.4802	1594.5187	1023	1
4_K27ac.rep1_peak_22653_lociStitched	chr15	50339788	50352459	4	6582	25691.7196	1624.4222	1024	1
2_K27ac.rep1_peak_56281_lociStitched	chr6	2976395	2991665	2	5642	25655.127	1588.08	1025	1
3_K27ac.rep1_peak_13626_lociStitched	chr11	128995141	129016775	3	6515	26692.0292	2654.4918	1026	1
6_K27ac.rep1_peak_2299_lociStitched	chr1	66277270	66298841	6	9844	27412.4268	3440.5745	1027	1
7_K27ac.rep1_peak_17432_lociStitched	chr12	124981370	125009181	7	11708	25054.9299	1106.8778	1028	1
6_K27ac.rep1_peak_49973_lociStitched	chr4	103736598	103750480	6	9257	25891.3182	1989.2906	1029	1
11_K27ac.rep1_peak_37663_lociStitched	chr2	192521404	192561166	11	13580	29296.6416	5407.632	1030	1
6_K27ac.rep1_peak_3320_lociStitched	chr1	109911293	109936371	6	8831	27282.3562	3410.608	1031	1
3_K27ac.rep1_peak_19152_lociStitched	chr13	98823865	98837811	3	4625	25327.3306	1493.6166	1032	1
15_K27ac.rep1_peak_21993_lociStitched	chr15	33382474	33428489	15	12637	29523.224	5705.86	1033	1
6_K27ac.rep1_peak_33659_lociStitched	chr2	28497595	28524116	6	8412	27276.8485	3463.6426	1034	1
5_K27ac.rep1_peak_61581_lociStitched	chr7	28513129	28531311	5	9123	26792.9952	3000.03	1035	1
7_K27ac.rep1_peak_53687_lociStitched	chr5	86415453	86448098	7	8053	26462.037	2676.89	1036	1
3_K27ac.rep1_peak_48601_lociStitched	chr4	25812188	25820322	3	7572	24689.9436	906.1276	1037	1
5_K27ac.rep1_peak_13724_lociStitched	chr11	131971603	131997595	5	7399	26270.1144	2510.8272	1038	1
11_K27ac.rep1_peak_35972_lociStitched	chr2	113379582	113415964	11	13705	26991.8058	3241.6362	1039	1
4_K27ac.rep1_peak_64034_lociStitched	chr7	135428378	135448640	4	8283	26308.1808	2585.4312	1040	1
4_K27ac.rep1_peak_37816_lociStitched	chr2	200166505	200181240	4	5457	25572.5925	1850.716	1041	1
8_K27ac.rep1_peak_12550_lociStitched	chr11	86188569	86236347	8	9461	28609.4664	4887.6894	1042	1
7_K27ac.rep1_peak_46037_lociStitched	chr3	129179925	129214700	7	9896	26098.6375	2395.9975	1043	1
8_K27ac.rep1_peak_30258_lociStitched	chr18	43351161	43387340	8	13709	26421.5237	2735.1324	1044	1
4_K27ac.rep1_peak_13957_lociStitched	chr12	6432770	6454672	4	11642	25344.9944	1668.9324	1045	1
1_K27ac.rep1_peak_16348_lociStitched	chr12	92468796	92475446	1	6651	24958.78	1286.11	1046	1
12_K27ac.rep1_peak_55342_lociStitched	chr5	149396906	149447369	12	13864	28698.3081	5061.4389	1047	1
3_K27ac.rep1_peak_45473_lociStitched	chr3	111519420	111530572	3	5928	25606.1072	1981.7104	1048	1
3_K27ac.rep1_peak_52002_lociStitched	chr5	14034874	14056202	3	7070	25277.9456	1684.912	1049	1
8_K27ac.rep1_peak_39426_lociStitched	chr20	4044655	4081530	8	8875	27335.4375	3757.5625	1050	1
7_K27ac.rep1_peak_52091_lociStitched	chr5	14900456	14933922	7	7819	27696.4616	4123.0112	1051	1
3_K27ac.rep1_peak_55126_lociStitched	chr5	142522483	142535537	3	8207	25521.8754	1951.573	1052	1
9_K27ac.rep1_peak_26936_lociStitched	chr17	12516556	12541177	9	8615	26423.2572	2873.2707	1053	1
8_K27ac.rep1_peak_2452_lociStitched	chr1	68638505	68680903	8	10655	29085.028	5541.4186	1054	1
4_K27ac.rep1_peak_29914_lociStitched	chr18	20805025	20819306	4	8736	25073.1517	1559.4852	1055	1
4_K27ac.rep1_peak_59792_lociStitched	chr6	139690327	139706273	4	10013	25194.68	1688.6814	1056	1
6_K27ac.rep1_peak_60267_lociStitched	chr6	152699477	152723575	6	5181	25500.5036	2024.232	1057	1
5_K27ac.rep1_peak_18691_lociStitched	chr13	52288389	52306050	5	7972	25684.3923	2228.8182	1058	1
8_K27ac.rep1_peak_28523_lociStitched	chr17	59385042	59416679	8	9876	26274.5285	2822.0204	1059	1
8_K27ac.rep1_peak_64415_lociStitched	chr7	154990269	155006189	8	6432	24328.944	885.152	1060	1
6_K27ac.rep1_peak_53650_lociStitched	chr5	83210056	83223953	6	9027	25808.1187	2394.4531	1061	1
8_K27ac.rep1_peak_8970_lociStitched	chr10	81947416	81967957	8	10966	25109.3184	1698.7407	1062	1
16_K27ac.rep1_peak_36100_lociStitched	chr2	121460584	121538100	16	15370	27626.7024	4224.622	1063	1
3_K27ac.rep1_peak_3032_lociStitched	chr1	94788697	94800395	3	5704	25236.0954	1847.1142	1064	1
4_K27ac.rep1_peak_37135_lociStitched	chr2	173940786	173955880	4	8362	25603.9522	2268.6282	1065	1
2_K27ac.rep1_peak_17906_lociStitched	chr13	31469390	31475057	2	4726	24522.2424	1191.2034	1066	1
5_K27ac.rep1_peak_43055_lociStitched	chr3	9433950	9444908	5	8779	24573.315	1253.5952	1067	1
9_K27ac.rep1_peak_70990_lociStitched	chr9	134502615	134554891	9	11275	28621.11	5332.152	1068	1
12_K27ac.rep1_peak_16939_lociStitched	chr12	110438782	110494627	12	11202	28335.753	5081.895	1069	1
3_K27ac.rep1_peak_13047_lociStitched	chr11	111425086	111433609	3	6452	24639.993	1419.0795	1070	1
6_K27ac.rep1_peak_32150_lociStitched	chr19	39918408	39939170	6	9575	24198.111	1002.8046	1071	1
7_K27ac.rep1_peak_68623_lociStitched	chr9	22079854	22118272	7	8417	28602.201	5413.0962	1072	1
7_K27ac.rep1_peak_64866_lociStitched	chr8	18814228	18838701	7	10194	26222.8195	3041.9939	1073	1
3_K27ac.rep1_peak_41646_lociStitched	chr21	43342800	43354318	3	7246	23912.5198	755.5808	1074	1
5_K27ac.rep1_peak_525_lociStitched	chr1	16265927	16293422	5	8017	25199.1675	2048.3775	1075	1
12_K27ac.rep1_peak_43009_lociStitched	chr3	8596156	8632117	12	11000	27168.5355	4034.8242	1076	1
7_K27ac.rep1_peak_15574_lociStitched	chr12	63077871	63098615	7	7946	25911.3304	2777.6216	1077	1
7_K27ac.rep1_peak_8929_lociStitched	chr10	81024009	81060442	7	11735	24869.1658	1803.4335	1078	1
6_K27ac.rep1_peak_14854_lociStitched	chr12	45662097	45704667	6	9650	27879.093	4814.667	1079	1
5_K27ac.rep1_peak_21018_lociStitched	chr14	74250952	74263471	5	7706	24339.4398	1286.9532	1080	1
2_K27ac.rep1_peak_45623_lociStitched	chr3	115115801	115122488	2	4998	23817.0879	843.8994	1081	1
9_K27ac.rep1_peak_2321_lociStitched	chr1	66724029	66767353	9	9078	29715.9316	6749.8792	1082	1
3_K27ac.rep1_peak_70632_lociStitched	chr9	127414477	127428427	3	6038	25342.965	2382.66	1083	1
4_K27ac.rep1_peak_52368_lociStitched	chr5	34516693	34536458	4	7209	25200.375	2249.257	1084	1
6_K27ac.rep1_peak_60439_lociStitched	chr6	158232998	158262695	6	8795	25970.0265	3029.094	1085	1
7_K27ac.rep1_peak_28136_lociStitched	chr17	46122389	46152706	7	10548	24999.3982	2082.7779	1086	1
3_K27ac.rep1_peak_37944_lociStitched	chr2	202560235	202575840	3	6394	25255.132	2353.234	1087	1
8_K27ac.rep1_peak_48786_lociStitched	chr4	39497380	39526108	8	9189	25725.924	2835.4536	1088	1
7_K27ac.rep1_peak_36791_lociStitched	chr2	159980253	159997878	7	9727	24539.2875	1669.0875	1089	1
11_K27ac.rep1_peak_35697_lociStitched	chr2	102353046	102384465	11	11014	26027.4996	3176.4609	1090	1
7_K27ac.rep1_peak_7264_lociStitched	chr10	17100861	17131110	7	7617	27511.4655	4670.4456	1091	1
4_K27ac.rep1_peak_60088_lociStitched	chr6	148543000	148563734	4	7220	25432.3244	2612.484	1092	1
1_K27ac.rep1_peak_63225_lociStitched	chr7	101523810	101527259	1	3450	23270.7479	455.268	1093	1
4_K27ac.rep1_peak_18139_lociStitched	chr13	38003867	38028180	4	8197	25674.528	2890.8157	1094	1
8_K27ac.rep1_peak_32356_lociStitched	chr19	45239374	45258164	8	10651	23558.902	781.664	1095	1
13_K27ac.rep1_peak_72142_lociStitched	chrX	64891043	64927057	13	16036	24745.2194	1984.3714	1096	1
7_K27ac.rep1_peak_58288_lociStitched	chr6	75803718	75827995	7	9636	25816.1618	3056.4743	1097	1
15_K27ac.rep1_peak_52335_lociStitched	chr5	33806685	33856265	15	14844	28691.946	5944.642	1098	1
6_K27ac.rep1_peak_1265_lociStitched	chr1	33433785	33477356	6	7577	26730.8085	3986.7465	1099	1
6_K27ac.rep1_peak_61752_lociStitched	chr7	33939926	33974580	6	9881	26787.542	4054.518	1100	1
4_K27ac.rep1_peak_2555_lociStitched	chr1	78289612	78301189	4	6622	24082.4754	1355.6667	1101	1
17_K27ac.rep1_peak_10775_lociStitched	chr11	12809120	12864606	17	17039	29085.7612	6364.2442	1102	1
2_K27ac.rep1_peak_47123_lociStitched	chr3	171590896	171596591	2	4845	23959.4345	1244.927	1103	1
4_K27ac.rep1_peak_13700_lociStitched	chr11	131738592	131769477	4	7677	25563.5145	2869.2165	1104	1
2_K27ac.rep1_peak_43581_lociStitched	chr3	29321302	29329124	2	7472	23821.901	1135.7544	1105	1
6_K27ac.rep1_peak_58912_lociStitched	chr6	112121436	112145918	6	8056	26558.0736	3875.5006	1106	1
3_K27ac.rep1_peak_29825_lociStitched	chr18	18689242	18709932	3	7826	24583.858	1901.411	1107	1
3_K27ac.rep1_peak_46283_lociStitched	chr3	139017696	139030060	3	7331	24370.6804	1697.5772	1108	1
19_K27ac.rep1_peak_23200_lociStitched	chr15	67005091	67108382	19	15151	30677.427	8005.0525	1109	1
11_K27ac.rep1_peak_11577_lociStitched	chr11	57044319	57091819	11	12620	26201	3538.75	1110	1
4_K27ac.rep1_peak_59588_lociStitched	chr6	134608774	134625722	4	5189	24279.7048	1654.1248	1111	1
7_K27ac.rep1_peak_70408_lociStitched	chr9	118835845	118878082	7	9768	28619.7912	6014.5488	1112	1
5_K27ac.rep1_peak_62232_lociStitched	chr7	50888903	50919735	5	7136	26216.4496	3616.5936	1113	1
3_K27ac.rep1_peak_32566_lociStitched	chr19	48161498	48168670	3	5196	23508.3816	909.4096	1114	1
2_K27ac.rep1_peak_39328_lociStitched	chr20	1303058	1308914	2	5662	23568.0576	1001.376	1115	1
4_K27ac.rep1_peak_57701_lociStitched	chr6	43081981	43094800	4	9334	23534.4021	969.1164	1116	1
2_K27ac.rep1_peak_8822_lociStitched	chr10	79108080	79118504	2	7375	24011.684	1446.8512	1117	1
1_K27ac.rep1_peak_34052_lociStitched	chr2	38372182	38375377	1	3196	23168.862	607.05	1118	1
4_K27ac.rep1_peak_39733_lociStitched	chr20	17813325	17831866	4	8173	24277.5854	1718.7507	1119	1
11_K27ac.rep1_peak_45965_lociStitched	chr3	127483463	127523214	11	9110	26235.66	3684.9177	1120	1
2_K27ac.rep1_peak_46437_lociStitched	chr3	146684594	146691541	2	6191	23534.3519	983.6952	1121	1
4_K27ac.rep1_peak_28760_lociStitched	chr17	64455092	64466266	4	7297	24370.494	1844.8274	1122	1
10_K27ac.rep1_peak_25109_lociStitched	chr16	29272384	29288338	10	9765	22748.8086	234.5238	1123	1
1_K27ac.rep1_peak_3061_lociStitched	chr1	95328235	95333140	1	4906	23330.6325	827.4735	1124	1
9_K27ac.rep1_peak_19359_lociStitched	chr13	108093312	108130438	9	8845	27321.0234	4818.9548	1125	1
8_K27ac.rep1_peak_63406_lociStitched	chr7	107629792	107671303	8	13887	27098.3808	4599.4188	1126	1
7_K27ac.rep1_peak_41483_lociStitched	chr21	38280020	38302266	7	5917	24666.3648	2191.231	1127	1
7_K27ac.rep1_peak_26341_lociStitched	chr16	87234274	87261650	7	9172	25016.1888	2548.7056	1128	1
2_K27ac.rep1_peak_59796_lociStitched	chr6	139723404	139730816	2	5053	23815.4972	1349.7252	1129	1
5_K27ac.rep1_peak_8804_lociStitched	chr10	78915899	78925786	5	7548	24354.6471	1891.3831	1130	1
3_K27ac.rep1_peak_57754_lociStitched	chr6	43977722	43990378	3	5338	23647.736	1204.8512	1131	1
6_K27ac.rep1_peak_21350_lociStitched	chr14	90377004	90393748	6	7930	25018.8848	2580.2504	1132	1
4_K27ac.rep1_peak_41394_lociStitched	chr21	36569329	36582247	4	7871	24899.445	2490.5904	1133	1
4_K27ac.rep1_peak_58956_lociStitched	chr6	112610136	112621728	4	4004	24403.4784	1996.1424	1134	1
10_K27ac.rep1_peak_21542_lociStitched	chr14	96712054	96742058	10	10197	25923.456	3519.4692	1135	1
3_K27ac.rep1_peak_55326_lociStitched	chr5	148928489	148944436	3	6640	23938.0417	1540.4802	1136	1
12_K27ac.rep1_peak_26434_lociStitched	chr16	89381993	89411335	12	11679	24705.964	2318.018	1137	1
8_K27ac.rep1_peak_66088_lociStitched	chr8	67024837	67050294	8	11557	25166.7902	2779.9044	1138	1
2_K27ac.rep1_peak_30128_lociStitched	chr18	33054280	33060541	2	4718	23498.7852	1112.5797	1139	1
2_K27ac.rep1_peak_20286_lociStitched	chr14	55116666	55121688	2	4920	23522.5458	1146.0204	1140	1
6_K27ac.rep1_peak_66509_lociStitched	chr8	93019816	93038753	6	9061	25358.5367	2990.1523	1141	1
7_K27ac.rep1_peak_39942_lociStitched	chr20	30913507	30955641	7	10393	27007.894	4664.2338	1142	1
4_K27ac.rep1_peak_15088_lociStitched	chr12	50634477	50643844	4	6717	23527.0939	1186.7989	1143	1
4_K27ac.rep1_peak_69290_lociStitched	chr9	82299480	82310331	4	5445	23833.1364	1499.6082	1144	1
K27ac.rep1_peak_49558	chr4	83819136	83823304	1	4169	23097.3888	797.7552	1145	1
2_K27ac.rep1_peak_48987_lociStitched	chr4	54341729	54357335	2	7519	24426.5112	2134.9008	1146	1
10_K27ac.rep1_peak_65729_lociStitched	chr8	42324572	42358992	10	12140	24772.074	2485.124	1147	1
9_K27ac.rep1_peak_46930_lociStitched	chr3	159614683	159666169	9	9075	28008.384	5725.2432	1148	1
6_K27ac.rep1_peak_10641_lociStitched	chr11	10920015	10955850	6	8047	25704.4455	3440.16	1149	1
8_K27ac.rep1_peak_8967_lociStitched	chr10	81881908	81925904	8	9696	24791.746	2538.5692	1150	1
7_K27ac.rep1_peak_65424_lociStitched	chr8	32083707	32107963	7	8343	25798.6816	3565.632	1151	1
12_K27ac.rep1_peak_32717_lociStitched	chr19	52224184	52247312	12	12697	23535.0528	1306.732	1152	1
6_K27ac.rep1_peak_10454_lociStitched	chr11	7985782	8000341	6	10228	23835.9948	1613.1372	1153	1
6_K27ac.rep1_peak_59487_lociStitched	chr6	132296690	132321062	6	8174	25588.1628	3377.9592	1154	1
6_K27ac.rep1_peak_2541_lociStitched	chr1	77999707	78012398	6	7409	24030.4085	1854.1551	1155	1
3_K27ac.rep1_peak_17960_lociStitched	chr13	32688674	32710424	3	5792	24718.875	2546.925	1156	1
1_K27ac.rep1_peak_9607_lociStitched	chr10	104511372	104514427	1	3056	22728.589	558.454	1157	1
12_K27ac.rep1_peak_26447_lociStitched	chr16	89475311	89510459	12	9555	24382.1676	2217.8388	1158	1
4_K27ac.rep1_peak_6511_lociStitched	chr1	238805634	238824113	4	6510	24486.5229	2324.6582	1159	1
4_K27ac.rep1_peak_70635_lociStitched	chr9	127456737	127483954	4	6463	24925.3286	2765.2472	1160	1
4_K27ac.rep1_peak_27678_lociStitched	chr17	38254026	38271670	4	9433	23498.2792	1344.4728	1161	1
9_K27ac.rep1_peak_11285_lociStitched	chr11	35532833	35586103	9	11454	28739.165	6600.153	1162	1
14_K27ac.rep1_peak_1595_lociStitched	chr1	42087735	42147654	14	14368	27610.6752	5476.5966	1163	1
2_K27ac.rep1_peak_20344_lociStitched	chr14	56468635	56473306	2	4576	22663.692	540.4347	1164	1
6_K27ac.rep1_peak_65430_lociStitched	chr8	32121278	32146758	6	12219	25232.844	3123.848	1165	1
2_K27ac.rep1_peak_2503_lociStitched	chr1	72748652	72752623	2	3684	22625.1696	561.4994	1166	1
2_K27ac.rep1_peak_45508_lociStitched	chr3	112094851	112111454	2	6688	23758.893	1700.1472	1167	1
12_K27ac.rep1_peak_49401_lociStitched	chr4	77456662	77492671	12	12917	25577.1927	3554.0883	1168	1
7_K27ac.rep1_peak_66053_lociStitched	chr8	62620769	62635093	7	9374	23975.5112	1953.7936	1169	1
6_K27ac.rep1_peak_64744_lociStitched	chr8	13354474	13373671	6	8984	24374.4309	2353.5522	1170	1
4_K27ac.rep1_peak_22237_lociStitched	chr15	39692242	39704397	4	7845	23896.73	1893.749	1171	1
7_K27ac.rep1_peak_52264_lociStitched	chr5	32752543	32791536	7	9999	25493.6234	3501.5714	1172	1
4_K27ac.rep1_peak_45649_lociStitched	chr3	115708418	115725201	4	6463	24145.7021	2165.007	1173	1
1_K27ac.rep1_peak_25903_lociStitched	chr16	70836959	70840919	1	3961	22620.312	645.084	1174	1
5_K27ac.rep1_peak_14419_lociStitched	chr12	22425037	22441175	5	7275	24457.139	2482.0244	1175	1
3_K27ac.rep1_peak_34162_lociStitched	chr2	40350216	40358093	3	7726	23251.3286	1277.6494	1176	1
5_K27ac.rep1_peak_28416_lociStitched	chr17	57433878	57456431	5	8509	24467.7497	2510.1489	1177	1
4_K27ac.rep1_peak_61263_lociStitched	chr7	18545453	18561141	4	5890	23933.6128	2011.2016	1178	1
3_K27ac.rep1_peak_29944_lociStitched	chr18	21295925	21303671	3	6614	23000.1978	1087.5384	1179	1
8_K27ac.rep1_peak_17050_lociStitched	chr12	113651983	113685011	8	9970	24404.3892	2506.8252	1180	1
9_K27ac.rep1_peak_7143_lociStitched	chr10	13980751	14033422	9	9300	27531.1317	5635.797	1181	1
4_K27ac.rep1_peak_43915_lociStitched	chr3	43763566	43776066	4	6848	23505	1640	1182	1
6_K27ac.rep1_peak_1390_lociStitched	chr1	36808643	36841339	6	8734	23989.0552	2128.5096	1183	1
5_K27ac.rep1_peak_44682_lociStitched	chr3	71030858	71055657	5	9430	25525.6107	3665.2922	1184	1
5_K27ac.rep1_peak_12518_lociStitched	chr11	85752348	85779861	5	8204	25141.3794	3298.8087	1185	1
5_K27ac.rep1_peak_63597_lociStitched	chr7	116763337	116774114	5	5866	24080.1288	2256.7038	1186	1
9_K27ac.rep1_peak_9469_lociStitched	chr10	101418175	101470277	9	11512	27489.0152	5668.6976	1187	1
5_K27ac.rep1_peak_59296_lociStitched	chr6	126261708	126272070	5	6371	23089.6446	1294.2138	1188	1
4_K27ac.rep1_peak_58267_lociStitched	chr6	75361187	75382922	4	7229	23999.787	2221.317	1189	1
7_K27ac.rep1_peak_6301_lociStitched	chr1	230980459	231003750	7	10594	24676.8145	2911.375	1190	1
7_K27ac.rep1_peak_58075_lociStitched	chr6	56651697	56680949	7	8639	24416.6444	2667.7824	1191	1
12_K27ac.rep1_peak_28364_lociStitched	chr17	55945177	55976386	12	10235	23640.8175	1903.749	1192	1
5_K27ac.rep1_peak_45045_lociStitched	chr3	99112642	99138653	5	9324	24876.9204	3144.7299	1193	1
5_K27ac.rep1_peak_40703_lociStitched	chr20	52288901	52325662	5	7416	23622.6186	1893.1915	1194	1
3_K27ac.rep1_peak_15987_lociStitched	chr12	76326656	76348619	3	7666	23974.8108	2259.9927	1195	1
7_K27ac.rep1_peak_70922_lociStitched	chr9	132869657	132902105	7	7434	24332.7552	2618.5536	1196	1
4_K27ac.rep1_peak_50145_lociStitched	chr4	114353874	114374551	4	7201	24975.7483	3277.3045	1197	1
4_K27ac.rep1_peak_12429_lociStitched	chr11	78495387	78513971	4	6951	24029.112	2336.0088	1198	1
13_K27ac.rep1_peak_15889_lociStitched	chr12	69886443	69935476	13	11092	27517.3196	5830.0237	1199	1
8_K27ac.rep1_peak_38819_lociStitched	chr2	228714345	228745458	8	9787	25257.5334	3602.8854	1200	1
1_K27ac.rep1_peak_14187_lociStitched	chr12	13250163	13254080	1	3918	22503.5567	849.5973	1201	1
5_K27ac.rep1_peak_45541_lociStitched	chr3	112488002	112505345	5	8101	24053.0067	2400.2712	1202	1
6_K27ac.rep1_peak_45300_lociStitched	chr3	105541146	105557397	6	10413	24014.1027	2385.6468	1203	1
8_K27ac.rep1_peak_36689_lociStitched	chr2	158029065	158051614	8	8328	24425.0768	2807.3505	1204	1
6_K27ac.rep1_peak_21231_lociStitched	chr14	80044602	80065490	6	10243	23049.908	1453.8048	1205	1
6_K27ac.rep1_peak_25037_lociStitched	chr16	27246414	27276473	6	9929	24092.2885	2518.9442	1206	1
5_K27ac.rep1_peak_11819_lociStitched	chr11	64622168	64638698	5	9341	22216.32	644.67	1207	1
4_K27ac.rep1_peak_18391_lociStitched	chr13	44877676	44892744	4	5494	23448.8216	1915.1428	1208	1
6_K27ac.rep1_peak_69492_lociStitched	chr9	91381405	91407083	6	9303	24712.5072	3178.9364	1209	1
18_K27ac.rep1_peak_34110_lociStitched	chr2	39682475	39758360	18	14727	28631.4105	7110.4245	1210	1
4_K27ac.rep1_peak_576_lociStitched	chr1	17215658	17232391	4	3479	22895.7639	1388.839	1211	1
4_K27ac.rep1_peak_4602_lociStitched	chr1	172311713	172335275	4	6416	25286.7384	3784.0572	1212	1
1_K27ac.rep1_peak_47214_lociStitched	chr3	172466185	172469778	1	3594	22229.891	734.4092	1213	1
16_K27ac.rep1_peak_24239_lociStitched	chr15	96865232	96901019	16	16124	24338.7387	2859.3813	1214	1
7_K27ac.rep1_peak_49405_lociStitched	chr4	77532135	77561370	7	6800	25487.073	4011.042	1215	1
6_K27ac.rep1_peak_21668_lociStitched	chr14	102431073	102449765	6	9676	23320.1392	1848.6388	1216	1
7_K27ac.rep1_peak_56392_lociStitched	chr6	4351484	4372454	7	8152	23834.502	2363.319	1217	1
4_K27ac.rep1_peak_40745_lociStitched	chr20	52738337	52758640	4	8084	24207.2669	2759.1777	1218	1
4_K27ac.rep1_peak_44594_lociStitched	chr3	65924764	65942456	4	9234	23774.5096	2345.9592	1219	1
2_K27ac.rep1_peak_8481_lociStitched	chr10	70846819	70862322	2	5051	23266.9024	1846.4073	1220	1
9_K27ac.rep1_peak_59812_lociStitched	chr6	140064332	140087000	9	10814	24866.796	3504.4728	1221	1
2_K27ac.rep1_peak_55913_lociStitched	chr5	172159482	172168915	2	4287	22094.9159	735.774	1222	1
2_K27ac.rep1_peak_30369_lociStitched	chr18	46574142	46582926	2	5911	22758.4656	1400.1696	1223	1
4_K27ac.rep1_peak_64799_lociStitched	chr8	16605841	16622976	4	7408	23464.669	2148.729	1224	1

